product_id,product_name,category,price,quantity,warehouse,status,arrival_date,rating
1001,Смартфон BookPrime,Электроника,34600.0,17,Склад_Север,В наличии,2025-10-30,3.5
1002,Робот-пылесос TechCorp,Бытовая техника,21800.0,91,Склад_Восток,В наличии,2025-04-23,3.9
1003,Ноутбук CoreGear,Электроника,42200.0,19,Склад_Центр,В наличии,2025-02-22,3.6
1004,Спортивный костюм BookPrime,Одежда и обувь,10100.0,93,Склад_Север,В наличии,2026-05-14,3.6
1005,Спортивный костюм NovaTrend,Одежда и обувь,7800.0,90,Склад_Юг,Под заказ,2026-01-31,3.6
1006,Кофемашина CoreGear,Бытовая техника,13300.0,81,Склад_Юг,В наличии,2025-07-09,4.5
1007,Планшет ApexStyle,Электроника,57700.0,31,Склад_Восток,В наличии,2025-05-19,4.5
1008,Фен для волос NovaTrend,Красота и здоровье,15400.0,99,Склад_Север,Под заказ,2026-02-17,3.9
1009,Блендер NovaTrend,Бытовая техника,11400.0,63,Склад_Восток,В наличии,2025-03-15,3.9
1010,Триммер BookPrime,Красота и здоровье,13800.0,54,Склад_Восток,В наличии,2025-07-05,5.0
1011,Набор по уходу за кожей SmartLife,Красота и здоровье,14000.0,110,Склад_Юг,Под заказ,2026-02-10,4.4
1012,Алгоритмы и структуры данных AuraPure,Книги,2200.0,70,Склад_Север,В наличии,2025-12-15,4.5
1013,Массажер NovaTrend,Красота и здоровье,3300.0,55,Склад_Север,В наличии,2026-05-04,4.6
1014,Фен для волос SmartLife,Красота и здоровье,15900.0,38,Склад_Юг,В наличии,2025-03-20,3.7
1015,Электрическая зубная щетка NovaTrend,Красота и здоровье,9600.0,14,Склад_Центр,В наличии,2025-05-03,
1016,Электрическая зубная щетка SmartLife,Красота и здоровье,13600.0,104,Склад_Юг,Под заказ,2025-03-07,4.9
1017,Увлажнитель воздуха CoreGear,Бытовая техника,33900.0,118,Склад_Юг,В наличии,2026-01-01,5.0
1018,Рюкзак AuraPure,Одежда и обувь,3200.0,28,Склад_Север,Под заказ,2025-10-29,4.4
1019,Смартфон TechCorp,Электроника,33300.0,115,Склад_Центр,Под заказ,2025-02-06,3.9
1020,Изучаем SQL ApexStyle,Книги,2800.0,112,Склад_Восток,В наличии,2025-05-05,4.7
1021,Кофемашина SmartLife,Бытовая техника,24800.0,45,Склад_Восток,В наличии,2026-03-19,4.5
1022,Смартфон CoreGear,Электроника,73300.0,102,Склад_Юг,В наличии,2025-04-09,4.2
1023,Изучаем SQL BookPrime,Книги,2000.0,111,Склад_Восток,В наличии,2026-02-18,4.3
1024,Планшет TechCorp,Электроника,92500.0,118,Склад_Юг,В наличии,2025-03-27,4.2
1025,Программирование на Python ApexStyle,Книги,1800.0,49,Склад_Восток,В наличии,2025-05-27,4.9
1026,Набор по уходу за кожей ApexStyle,Красота и здоровье,4600.0,27,Склад_Север,В наличии,2026-01-18,3.6
1027,Чистый код ApexStyle,Книги,1000.0,65,Склад_Юг,Под заказ,2025-02-05,4.5
1028,Микроволновка SmartLife,Бытовая техника,33200.0,72,Склад_Север,В наличии,2025-11-14,4.5
1029,Триммер NovaTrend,Красота и здоровье,16900.0,26,Склад_Центр,В наличии,2025-05-03,3.7
1030,Рюкзак NovaTrend,Одежда и обувь,11300.0,119,Склад_Восток,Под заказ,2025-11-15,5.0
1031,Планшет EcoHome,Электроника,55500.0,16,Склад_Север,В наличии,2026-03-27,3.9
1032,Чистый код BookPrime,Книги,2500.0,103,Склад_Север,В наличии,2025-12-08,3.9
1033,Ноутбук BookPrime,Электроника,24200.0,13,Склад_Юг,В наличии,2025-05-20,3.8
1034,Куртка демисезонная BookPrime,Одежда и обувь,7100.0,32,Склад_Север,В наличии,2025-02-17,4.7
1035,Смартфон NovaTrend,Электроника,76700.0,81,Склад_Юг,В наличии,2026-01-15,4.6
1036,Электрическая зубная щетка SmartLife,Красота и здоровье,2700.0,113,Склад_Юг,В наличии,2025-10-07,
1037,Спортивный костюм ApexStyle,Одежда и обувь,6300.0,5,Склад_Центр,Мало,2025-07-06,4.7
1038,Беспроводные наушники EcoHome,Электроника,69600.0,85,Склад_Восток,Под заказ,2026-05-14,3.7
1039,Робот-пылесос ApexStyle,Бытовая техника,31400.0,3,Склад_Юг,Мало,2026-01-13,4.7
1040,Изучаем SQL BookPrime,Книги,1200.0,89,Склад_Север,Под заказ,2026-03-16,3.8
1041,Data Science с нуля BookPrime,Книги,3000.0,111,Склад_Север,В наличии,2025-12-04,4.0
1042,Беспроводные наушники NovaTrend,Электроника,66300.0,51,Склад_Центр,В наличии,2026-04-26,
1043,Куртка демисезонная BookPrime,Одежда и обувь,2400.0,76,Склад_Центр,В наличии,2025-08-12,4.3
1044,Чистый код EcoHome,Книги,1500.0,90,Склад_Юг,В наличии,2025-07-06,4.9
1045,Спортивный костюм NovaTrend,Одежда и обувь,8600.0,15,Склад_Центр,В наличии,2025-09-17,4.1
1046,Data Science с нуля ApexStyle,Книги,1300.0,85,Склад_Юг,В наличии,2025-11-12,4.1
1047,Беспроводные наушники BookPrime,Электроника,31800.0,100,Склад_Центр,В наличии,2025-08-27,4.5
1048,Набор по уходу за кожей ApexStyle,Красота и здоровье,12400.0,36,Склад_Центр,В наличии,2025-02-17,4.6
1049,Куртка демисезонная EcoHome,Одежда и обувь,3500.0,5,Склад_Юг,Мало,2025-09-01,4.7
1050,Алгоритмы и структуры данных EcoHome,Книги,2700.0,49,Склад_Юг,В наличии,2025-03-17,3.5
1051,Умные часы EcoHome,Электроника,29100.0,89,Склад_Север,В наличии,2025-10-13,4.8
1052,Изучаем SQL AuraPure,Книги,2600.0,71,Склад_Восток,В наличии,2025-11-10,4.8
1053,Чистый код AuraPure,Книги,3200.0,95,Склад_Восток,В наличии,2025-05-13,4.8
1054,Спортивный костюм AuraPure,Одежда и обувь,8300.0,35,Склад_Центр,В наличии,2025-05-01,4.0
1055,Электрическая зубная щетка ApexStyle,Красота и здоровье,4000.0,49,Склад_Юг,В наличии,2025-02-02,4.0
1056,Алгоритмы и структуры данных TechCorp,Книги,1400.0,53,Склад_Север,В наличии,2026-03-15,4.4
1057,Программирование на Python NovaTrend,Книги,1600.0,49,Склад_Восток,В наличии,2025-10-03,4.3
1058,Фен для волос AuraPure,Красота и здоровье,5100.0,55,Склад_Восток,В наличии,2025-06-22,4.7
1059,Микроволновка ApexStyle,Бытовая техника,34400.0,68,Склад_Восток,Под заказ,2025-10-31,3.5
1060,Изучаем SQL AuraPure,Книги,1300.0,33,Склад_Юг,В наличии,2025-08-21,4.6
1061,Data Science с нуля CoreGear,Книги,1500.0,10,Склад_Север,В наличии,2026-05-03,4.5
1062,Смартфон EcoHome,Электроника,30900.0,2,Склад_Юг,Мало,2025-05-03,4.5
1063,Фен для волос AuraPure,Красота и здоровье,13000.0,98,Склад_Север,В наличии,2026-02-03,4.9
1064,Планшет TechCorp,Электроника,89300.0,73,Склад_Восток,В наличии,2025-07-23,3.8
1065,Фен для волос SmartLife,Красота и здоровье,13000.0,38,Склад_Север,В наличии,2026-02-12,4.7
1066,Спортивный костюм CoreGear,Одежда и обувь,8600.0,8,Склад_Центр,Мало,2025-01-07,4.7
1067,Умные часы NovaTrend,Электроника,65800.0,106,Склад_Юг,В наличии,2025-08-11,4.3
1068,Спортивный костюм AuraPure,Одежда и обувь,6600.0,105,Склад_Центр,В наличии,2025-06-15,4.7
1069,Беспроводные наушники AuraPure,Электроника,34500.0,59,Склад_Восток,В наличии,2025-06-22,
1070,Куртка демисезонная AuraPure,Одежда и обувь,4100.0,102,Склад_Центр,В наличии,2026-03-27,4.8
1071,Электрическая зубная щетка EcoHome,Красота и здоровье,2900.0,92,Склад_Юг,В наличии,2025-12-20,4.6
1072,Программирование на Python SmartLife,Книги,1600.0,51,Склад_Центр,В наличии,2025-12-06,4.2
1073,Массажер CoreGear,Красота и здоровье,17900.0,70,Склад_Восток,В наличии,2025-05-19,3.8
1074,Увлажнитель воздуха SmartLife,Бытовая техника,27300.0,97,Склад_Юг,В наличии,2025-04-21,3.9
1075,Триммер BookPrime,Красота и здоровье,17700.0,106,Склад_Юг,В наличии,2025-07-04,3.5
1076,Фен для волос BookPrime,Красота и здоровье,2300.0,6,Склад_Центр,Мало,2025-12-24,4.5
1077,Программирование на Python TechCorp,Книги,2300.0,60,Склад_Центр,В наличии,2025-04-05,3.9
1078,Программирование на Python SmartLife,Книги,1900.0,9,Склад_Север,Мало,2025-03-19,4.3
1079,Кроссовки EcoHome,Одежда и обувь,3200.0,97,Склад_Юг,В наличии,2026-02-02,4.2
1080,Data Science с нуля CoreGear,Книги,1600.0,79,Склад_Север,Под заказ,2026-05-01,4.4
1081,Кроссовки ApexStyle,Одежда и обувь,4400.0,70,Склад_Север,Под заказ,2025-07-29,4.4
1082,Кроссовки EcoHome,Одежда и обувь,4900.0,36,Склад_Восток,В наличии,2025-02-06,4.9
1083,Фен для волос CoreGear,Красота и здоровье,3400.0,28,Склад_Центр,В наличии,2026-02-28,3.6
1084,Спортивный костюм BookPrime,Одежда и обувь,6400.0,59,Склад_Восток,В наличии,2026-04-28,4.3
1085,Программирование на Python TechCorp,Книги,3200.0,94,Склад_Центр,В наличии,2025-01-14,4.9
1086,Триммер TechCorp,Красота и здоровье,18000.0,86,Склад_Север,В наличии,2026-01-26,4.2
1087,Data Science с нуля ApexStyle,Книги,3500.0,55,Склад_Восток,В наличии,2026-05-12,4.0
1088,Джинсы SmartLife,Одежда и обувь,10600.0,42,Склад_Восток,В наличии,2025-05-28,4.1
1089,Электрическая зубная щетка AuraPure,Красота и здоровье,3000.0,32,Склад_Восток,В наличии,2026-03-19,5.0
1090,Набор по уходу за кожей CoreGear,Красота и здоровье,2400.0,66,Склад_Восток,В наличии,2025-11-17,3.6
1091,Спортивный костюм ApexStyle,Одежда и обувь,11300.0,56,Склад_Восток,В наличии,2025-03-04,
1092,Фен для волос ApexStyle,Красота и здоровье,6600.0,1,Склад_Восток,Мало,2025-02-17,4.8
1093,Умные часы SmartLife,Электроника,66800.0,19,Склад_Центр,В наличии,2025-09-18,4.1
1094,Алгоритмы и структуры данных EcoHome,Книги,2000.0,18,Склад_Юг,В наличии,2026-03-19,
1095,Data Science с нуля BookPrime,Книги,3000.0,36,Склад_Восток,В наличии,2026-03-20,4.3
1096,Джинсы CoreGear,Одежда и обувь,6600.0,41,Склад_Юг,В наличии,2025-10-20,4.8
1097,Программирование на Python NovaTrend,Книги,2800.0,90,Склад_Восток,В наличии,2025-07-17,4.7
1098,Микроволновка TechCorp,Бытовая техника,8800.0,75,Склад_Север,В наличии,2026-03-24,3.6
1099,Программирование на Python ApexStyle,Книги,1900.0,83,Склад_Север,В наличии,2025-08-29,3.9
1100,Набор по уходу за кожей SmartLife,Красота и здоровье,15600.0,109,Склад_Восток,В наличии,2026-05-04,4.6
1101,Чистый код TechCorp,Книги,2500.0,30,Склад_Центр,В наличии,2025-04-27,4.2
1102,Смартфон AuraPure,Электроника,28300.0,38,Склад_Север,В наличии,2025-06-16,3.9
1103,Рюкзак ApexStyle,Одежда и обувь,4400.0,52,Склад_Юг,В наличии,2025-03-29,4.4
1104,Чистый код EcoHome,Книги,2100.0,74,Склад_Восток,Под заказ,2025-11-23,3.9
1105,Умные часы BookPrime,Электроника,69200.0,20,Склад_Центр,Под заказ,2025-10-28,4.9
1106,Рюкзак BookPrime,Одежда и обувь,4000.0,49,Склад_Север,В наличии,2025-05-02,4.0
1107,Джинсы TechCorp,Одежда и обувь,11800.0,84,Склад_Север,В наличии,2025-10-17,4.7
1108,Планшет AuraPure,Электроника,81600.0,115,Склад_Юг,В наличии,2025-11-07,3.8
1109,Блендер BookPrime,Бытовая техника,25300.0,92,Склад_Юг,В наличии,2025-11-18,4.4
1110,Беспроводные наушники AuraPure,Электроника,17700.0,46,Склад_Север,В наличии,2026-04-11,4.6
1111,Робот-пылесос ApexStyle,Бытовая техника,28600.0,112,Склад_Центр,В наличии,2026-03-02,4.9
1112,Data Science с нуля NovaTrend,Книги,3000.0,59,Склад_Юг,В наличии,2026-01-22,4.8
1113,Чистый код NovaTrend,Книги,1000.0,50,Склад_Север,Под заказ,2025-08-21,4.6
1114,Спортивный костюм CoreGear,Одежда и обувь,10200.0,120,Склад_Юг,В наличии,2025-08-30,
1115,Массажер EcoHome,Красота и здоровье,12200.0,81,Склад_Центр,В наличии,2025-11-29,3.7
1116,Беспроводные наушники AuraPure,Электроника,24300.0,30,Склад_Юг,В наличии,2025-07-18,4.5
1117,Набор по уходу за кожей ApexStyle,Красота и здоровье,16100.0,83,Склад_Восток,Под заказ,2025-11-12,4.9
1118,Беспроводные наушники EcoHome,Электроника,50500.0,30,Склад_Север,В наличии,2025-12-18,4.9
1119,Кроссовки CoreGear,Одежда и обувь,4800.0,15,Склад_Восток,В наличии,2025-02-16,4.5
1120,Электрическая зубная щетка TechCorp,Красота и здоровье,14500.0,31,Склад_Юг,В наличии,2025-02-05,4.3
1121,Фен для волос EcoHome,Красота и здоровье,6900.0,18,Склад_Север,В наличии,2025-05-22,3.7
1122,Блендер BookPrime,Бытовая техника,29000.0,14,Склад_Север,В наличии,2025-03-09,
1123,Блендер NovaTrend,Бытовая техника,5500.0,33,Склад_Восток,Под заказ,2025-09-27,3.6
1124,Data Science с нуля SmartLife,Книги,2000.0,28,Склад_Север,В наличии,2026-01-08,4.8
1125,Массажер AuraPure,Красота и здоровье,12100.0,3,Склад_Север,Мало,2025-09-03,4.1
1126,Умные часы AuraPure,Электроника,20900.0,10,Склад_Юг,В наличии,2025-02-03,4.4
1127,Триммер NovaTrend,Красота и здоровье,7800.0,76,Склад_Восток,В наличии,2025-09-16,3.6
1128,Планшет EcoHome,Электроника,49400.0,113,Склад_Центр,В наличии,2026-02-28,4.1
1129,Беспроводные наушники CoreGear,Электроника,40000.0,32,Склад_Юг,В наличии,2025-12-18,3.6
1130,Смартфон CoreGear,Электроника,22700.0,94,Склад_Юг,В наличии,2025-10-12,
1131,Триммер NovaTrend,Красота и здоровье,12600.0,52,Склад_Восток,В наличии,2026-03-21,3.6
1132,Спортивный костюм BookPrime,Одежда и обувь,5500.0,73,Склад_Юг,В наличии,2025-12-03,4.8
1133,Спортивный костюм NovaTrend,Одежда и обувь,3100.0,35,Склад_Восток,В наличии,2026-03-09,4.7
1134,Триммер TechCorp,Красота и здоровье,11500.0,84,Склад_Центр,В наличии,2025-01-15,4.6
1135,Джинсы NovaTrend,Одежда и обувь,2100.0,111,Склад_Восток,Под заказ,2025-02-05,4.4
1136,Смартфон EcoHome,Электроника,45100.0,58,Склад_Центр,В наличии,2025-06-09,4.7
1137,Триммер SmartLife,Красота и здоровье,16100.0,19,Склад_Север,В наличии,2025-12-12,4.2
1138,Алгоритмы и структуры данных AuraPure,Книги,1900.0,27,Склад_Север,В наличии,2025-06-26,3.9
1139,Набор по уходу за кожей BookPrime,Красота и здоровье,2200.0,50,Склад_Север,В наличии,2025-01-04,4.9
1140,Увлажнитель воздуха BookPrime,Бытовая техника,14800.0,0,Склад_Восток,Нет на складе,2026-01-18,3.7
1141,Фен для волос NovaTrend,Красота и здоровье,2700.0,110,Склад_Восток,В наличии,2025-01-10,3.6
1142,Спортивный костюм CoreGear,Одежда и обувь,7700.0,90,Склад_Центр,В наличии,2025-02-28,4.9
1143,Блендер AuraPure,Бытовая техника,30000.0,117,Склад_Восток,В наличии,2026-03-09,4.2
1144,Чистый код SmartLife,Книги,1900.0,39,Склад_Юг,В наличии,2025-06-20,3.6
1145,Планшет EcoHome,Электроника,87500.0,44,Склад_Юг,В наличии,2025-05-01,3.9
1146,Блендер ApexStyle,Бытовая техника,27800.0,83,Склад_Восток,Под заказ,2025-08-26,4.6
1147,Чистый код NovaTrend,Книги,3100.0,80,Склад_Восток,В наличии,2025-02-04,4.4
1148,Спортивный костюм TechCorp,Одежда и обувь,5500.0,9,Склад_Центр,Мало,2025-08-25,3.6
1149,Кроссовки SmartLife,Одежда и обувь,8200.0,64,Склад_Север,В наличии,2025-08-19,4.4
1150,Увлажнитель воздуха AuraPure,Бытовая техника,20000.0,7,Склад_Восток,Мало,2025-02-22,4.8
1151,Планшет ApexStyle,Электроника,18100.0,90,Склад_Восток,В наличии,2025-09-26,3.7
1152,Джинсы CoreGear,Одежда и обувь,6100.0,43,Склад_Север,В наличии,2026-02-09,4.0
1153,Кроссовки CoreGear,Одежда и обувь,4800.0,92,Склад_Юг,В наличии,2025-06-20,4.5
1154,Джинсы CoreGear,Одежда и обувь,3300.0,90,Склад_Центр,В наличии,2025-10-14,4.7
1155,Блендер SmartLife,Бытовая техника,24400.0,54,Склад_Север,В наличии,2025-07-05,4.9
1156,Рюкзак EcoHome,Одежда и обувь,4300.0,17,Склад_Центр,В наличии,2026-03-09,4.3
1157,Триммер TechCorp,Красота и здоровье,12400.0,112,Склад_Юг,В наличии,2025-11-02,3.7
1158,Фен для волос AuraPure,Красота и здоровье,2200.0,46,Склад_Юг,В наличии,2026-05-12,3.9
1159,Изучаем SQL EcoHome,Книги,1600.0,103,Склад_Юг,В наличии,2025-07-08,4.4
1160,Алгоритмы и структуры данных BookPrime,Книги,2900.0,64,Склад_Юг,В наличии,2026-02-23,4.4
1161,Кроссовки AuraPure,Одежда и обувь,10700.0,70,Склад_Север,В наличии,2025-05-26,3.7
1162,Чистый код ApexStyle,Книги,3000.0,11,Склад_Юг,В наличии,2026-02-23,4.0
1163,Умные часы TechCorp,Электроника,46700.0,47,Склад_Север,В наличии,2025-07-11,4.0
1164,Беспроводные наушники ApexStyle,Электроника,26000.0,36,Склад_Восток,В наличии,2025-12-23,4.6
1165,Алгоритмы и структуры данных TechCorp,Книги,3200.0,2,Склад_Центр,Мало,2025-04-21,4.3
1166,Триммер CoreGear,Красота и здоровье,3300.0,36,Склад_Север,В наличии,2025-01-25,4.5
1167,Набор по уходу за кожей SmartLife,Красота и здоровье,3300.0,115,Склад_Север,В наличии,2025-11-20,3.9
1168,Увлажнитель воздуха CoreGear,Бытовая техника,5000.0,45,Склад_Восток,В наличии,2025-04-06,3.6
1169,Кроссовки TechCorp,Одежда и обувь,5900.0,60,Склад_Восток,Под заказ,2025-07-11,3.5
1170,Беспроводные наушники EcoHome,Электроника,73600.0,80,Склад_Центр,Под заказ,2025-03-10,
1171,Массажер ApexStyle,Красота и здоровье,15200.0,87,Склад_Восток,В наличии,2025-11-20,3.7
1172,Программирование на Python BookPrime,Книги,1300.0,101,Склад_Север,В наличии,2025-06-11,4.3
1173,Набор по уходу за кожей BookPrime,Красота и здоровье,2100.0,82,Склад_Центр,В наличии,2026-03-18,4.8
1174,Джинсы SmartLife,Одежда и обувь,10000.0,55,Склад_Восток,В наличии,2026-04-04,4.0
1175,Микроволновка AuraPure,Бытовая техника,16000.0,102,Склад_Север,В наличии,2026-01-08,4.1
1176,Блендер BookPrime,Бытовая техника,14600.0,10,Склад_Центр,В наличии,2025-06-06,4.6
1177,Микроволновка NovaTrend,Бытовая техника,18400.0,93,Склад_Центр,В наличии,2025-11-11,3.9
1178,Смартфон CoreGear,Электроника,44100.0,102,Склад_Юг,В наличии,2026-05-03,
1179,Набор по уходу за кожей TechCorp,Красота и здоровье,3600.0,30,Склад_Центр,В наличии,2025-07-05,4.4
1180,Фен для волос AuraPure,Красота и здоровье,17200.0,47,Склад_Север,В наличии,2025-10-21,4.1
1181,Джинсы EcoHome,Одежда и обувь,11600.0,3,Склад_Юг,Мало,2025-09-13,4.9
1182,Беспроводные наушники BookPrime,Электроника,71300.0,27,Склад_Центр,В наличии,2025-12-22,4.2
1183,Ноутбук SmartLife,Электроника,51200.0,115,Склад_Север,В наличии,2026-02-19,4.8
1184,Джинсы SmartLife,Одежда и обувь,7500.0,37,Склад_Юг,В наличии,2025-12-31,4.6
1185,Увлажнитель воздуха EcoHome,Бытовая техника,8600.0,25,Склад_Юг,В наличии,2026-02-09,4.0
1186,Массажер AuraPure,Красота и здоровье,14800.0,70,Склад_Север,Под заказ,2025-02-03,5.0
1187,Чистый код CoreGear,Книги,2900.0,105,Склад_Юг,В наличии,2026-05-13,3.6
1188,Чистый код NovaTrend,Книги,1100.0,106,Склад_Юг,В наличии,2026-01-29,4.1
1189,Смартфон ApexStyle,Электроника,39300.0,20,Склад_Юг,В наличии,2025-06-27,4.3
1190,Кроссовки BookPrime,Одежда и обувь,4000.0,70,Склад_Центр,В наличии,2025-11-11,4.3
1191,Блендер ApexStyle,Бытовая техника,10100.0,79,Склад_Центр,В наличии,2026-03-08,3.6
1192,Смартфон TechCorp,Электроника,90900.0,98,Склад_Юг,В наличии,2026-01-28,4.4
1193,Умные часы BookPrime,Электроника,66400.0,38,Склад_Восток,В наличии,2025-06-02,4.5
1194,Микроволновка CoreGear,Бытовая техника,19500.0,26,Склад_Юг,В наличии,2025-06-10,4.0
1195,Рюкзак ApexStyle,Одежда и обувь,9600.0,65,Склад_Центр,В наличии,2025-05-04,3.9
1196,Робот-пылесос SmartLife,Бытовая техника,6500.0,49,Склад_Восток,В наличии,2025-05-08,4.9
1197,Спортивный костюм NovaTrend,Одежда и обувь,3900.0,20,Склад_Восток,В наличии,2025-09-13,4.2
1198,Умные часы AuraPure,Электроника,92300.0,27,Склад_Север,В наличии,2025-01-26,4.4
1199,Data Science с нуля TechCorp,Книги,3100.0,55,Склад_Центр,Под заказ,2026-01-08,4.1
1200,Умные часы TechCorp,Электроника,60600.0,24,Склад_Центр,В наличии,2025-02-07,4.2
1201,Массажер SmartLife,Красота и здоровье,3600.0,12,Склад_Центр,В наличии,2025-10-13,4.6
1202,Блендер CoreGear,Бытовая техника,20000.0,5,Склад_Север,Мало,2025-03-12,4.7
1203,Набор по уходу за кожей ApexStyle,Красота и здоровье,11500.0,65,Склад_Центр,Под заказ,2025-03-25,4.4
1204,Спортивный костюм NovaTrend,Одежда и обувь,7100.0,65,Склад_Центр,В наличии,2025-09-01,4.1
1205,Умные часы BookPrime,Электроника,78700.0,92,Склад_Север,В наличии,2025-11-02,5.0
1206,Триммер EcoHome,Красота и здоровье,13400.0,74,Склад_Восток,В наличии,2025-03-17,3.9
1207,Электрическая зубная щетка EcoHome,Красота и здоровье,1800.0,40,Склад_Восток,В наличии,2025-12-20,4.3
1208,Набор по уходу за кожей TechCorp,Красота и здоровье,13100.0,66,Склад_Центр,В наличии,2025-12-06,4.1
1209,Микроволновка NovaTrend,Бытовая техника,21400.0,86,Склад_Центр,В наличии,2025-11-09,4.9
1210,Спортивный костюм BookPrime,Одежда и обувь,4200.0,38,Склад_Юг,В наличии,2025-12-20,4.0
1211,Спортивный костюм BookPrime,Одежда и обувь,4900.0,73,Склад_Восток,В наличии,2026-04-04,4.7
1212,Увлажнитель воздуха TechCorp,Бытовая техника,13600.0,91,Склад_Восток,Под заказ,2025-12-02,4.2
1213,Блендер BookPrime,Бытовая техника,33000.0,89,Склад_Север,В наличии,2025-11-12,3.9
1214,Планшет EcoHome,Электроника,66000.0,6,Склад_Север,Мало,2025-07-31,4.2
1215,Кофемашина ApexStyle,Бытовая техника,17200.0,119,Склад_Восток,В наличии,2025-09-02,4.6
1216,Джинсы BookPrime,Одежда и обувь,8500.0,116,Склад_Юг,В наличии,2025-10-01,4.8
1217,Ноутбук CoreGear,Электроника,85600.0,22,Склад_Север,В наличии,2026-03-05,4.2
1218,Кроссовки TechCorp,Одежда и обувь,5000.0,77,Склад_Центр,Под заказ,2025-05-26,4.5
1219,Набор по уходу за кожей ApexStyle,Красота и здоровье,15500.0,59,Склад_Север,В наличии,2025-06-19,4.2
1220,Куртка демисезонная TechCorp,Одежда и обувь,9400.0,101,Склад_Юг,В наличии,2025-03-31,4.5
1221,Алгоритмы и структуры данных NovaTrend,Книги,1000.0,85,Склад_Юг,Под заказ,2025-09-02,3.9
1222,Рюкзак EcoHome,Одежда и обувь,6500.0,34,Склад_Центр,В наличии,2025-10-26,3.5
1223,Куртка демисезонная TechCorp,Одежда и обувь,8700.0,59,Склад_Восток,В наличии,2025-12-18,4.8
1224,Кроссовки BookPrime,Одежда и обувь,5700.0,28,Склад_Юг,В наличии,2025-09-02,4.6
1225,Массажер CoreGear,Красота и здоровье,13100.0,116,Склад_Юг,В наличии,2026-01-26,4.6
1226,Планшет AuraPure,Электроника,57300.0,46,Склад_Север,Под заказ,2025-02-01,4.9
1227,Блендер ApexStyle,Бытовая техника,9900.0,109,Склад_Север,В наличии,2025-12-15,4.4
1228,Планшет AuraPure,Электроника,79700.0,58,Склад_Восток,Под заказ,2025-08-22,4.3
1229,Кроссовки CoreGear,Одежда и обувь,4500.0,0,Склад_Юг,Нет на складе,2025-10-24,
1230,Data Science с нуля SmartLife,Книги,2300.0,7,Склад_Север,Мало,2026-04-24,3.9
1231,Робот-пылесос CoreGear,Бытовая техника,16200.0,114,Склад_Восток,В наличии,2025-07-12,4.9
1232,Фен для волос NovaTrend,Красота и здоровье,3500.0,68,Склад_Юг,В наличии,2026-01-08,4.8
1233,Беспроводные наушники AuraPure,Электроника,68900.0,69,Склад_Восток,В наличии,2026-02-26,4.2
1234,Увлажнитель воздуха EcoHome,Бытовая техника,33100.0,92,Склад_Север,В наличии,2026-02-19,4.4
1235,Ноутбук EcoHome,Электроника,20400.0,76,Склад_Север,Под заказ,2025-05-06,4.1
1236,Блендер EcoHome,Бытовая техника,27600.0,99,Склад_Центр,Под заказ,2025-04-30,4.6
1237,Спортивный костюм NovaTrend,Одежда и обувь,4400.0,112,Склад_Юг,Под заказ,2025-07-31,3.6
1238,Фен для волос CoreGear,Красота и здоровье,10700.0,6,Склад_Центр,Мало,2026-04-28,4.1
1239,Массажер CoreGear,Красота и здоровье,8200.0,38,Склад_Восток,В наличии,2025-05-04,4.0
1240,Микроволновка TechCorp,Бытовая техника,21900.0,53,Склад_Юг,В наличии,2025-07-18,3.8
1241,Умные часы NovaTrend,Электроника,22400.0,92,Склад_Север,В наличии,2025-05-18,4.4
1242,Смартфон EcoHome,Электроника,79400.0,75,Склад_Юг,В наличии,2025-09-03,4.9
1243,Кроссовки EcoHome,Одежда и обувь,11400.0,94,Склад_Восток,Под заказ,2026-04-14,4.4
1244,Микроволновка EcoHome,Бытовая техника,21600.0,99,Склад_Восток,В наличии,2025-10-01,4.0
1245,Спортивный костюм AuraPure,Одежда и обувь,6700.0,102,Склад_Восток,В наличии,2026-01-25,4.9
1246,Джинсы CoreGear,Одежда и обувь,2500.0,110,Склад_Юг,В наличии,2025-01-09,4.9
1247,Набор по уходу за кожей BookPrime,Красота и здоровье,4000.0,42,Склад_Юг,В наличии,2025-09-13,4.9
1248,Джинсы AuraPure,Одежда и обувь,11700.0,82,Склад_Восток,В наличии,2025-03-28,4.0
1249,Блендер AuraPure,Бытовая техника,10500.0,113,Склад_Север,В наличии,2025-09-26,
1250,Смартфон TechCorp,Электроника,48000.0,107,Склад_Север,В наличии,2025-12-29,3.8
